"Sample","DoB_2","DoB_4","DoB_6","DoB_8","DoB_11","DoB_13","DoB_15","DoB_17","DoS_3","DoS_5","DoS_7","DoS_9","DoS_12","DoS_14","DoS_16","DoS_18","QC_1","QC_10","QC_19"
"Lable","DoB","DoB","DoB","DoB","DoB","DoB","DoB","DoB","DoS","DoS","DoS","DoS","DoS","DoS","DoS","DoS","QC","QC","QC"
"M302T155",13793.8591955037,12828.7092992016,12043.0705405764,17341.5847153681,17136.6560662284,11181.8134124955,14461.0130601834,15671.4225545444,19915.5785593071,14963.2819893165,15804.7907219351,15259.6529345353,19614.7500718586,13510.7910725629,11177.4719325524,13139.517180159,15229.0258039135,17179.5364194966,17035.7558365705
"M302T168",1380.20255275257,1252.26963930177,1164.64767214756,736.896617659349,620.406709144592,1714.0725031864,1496.03897862449,579.627705075742,1216.18310478918,2226.4109052617,1926.46282091648,2306.60984362609,2701.19040639696,1776.67763535159,1957.00343971609,1909.68326156576,1117.02982591459,942.800496571882,684.977450803568
"M302T169",36071.0148677671,37341.8304364335,39167.2404599181,27765.2538713549,35709.1856318088,42415.9915874781,31522.8209602017,31889.9118160695,26822.4782446052,29967.8989667668,28623.9273344439,28819.3489238153,19316.3921305629,25182.7751089851,29595.4537186072,29510.4121073935,37964.1375689365,31462.809659987,35356.34342976
"M302T176",5133.43918338529,6935.21099954687,7972.71550806411,6542.39242205113,7909.85172523946,7047.78347534108,6967.68189943678,10204.4644127443,2102.38752307218,1809.76951992237,3356.13983678522,2904.04059233548,2605.04940276408,2139.72261476837,1905.62273624956,2712.40753512219,5110.58995147921,3995.14511814777,4425.82675499225
"M302T190",71841.4895284982,69815.9084259202,69299.5417774082,68975.9048385468,69409.5990332231,70418.1091703423,66975.6755311431,65113.8648254445,71572.1925240558,71236.4421194325,69766.3826759878,72706.7572804738,69295.8850667627,73089.9175234167,68851.6501021138,74160.9456292763,72681.2843724259,64652.8034405128,62755.0986595628
"M302T210",54166.2545531387,50603.5539275636,53236.302085588,54861.2698692463,56168.4484411125,49023.1571890379,54503.729420469,38742.9520346299,60657.5614682532,55776.4689492188,55974.3708291313,55580.501008,57492.8007088344,51240.554127086,55482.7295219612,55605.0415892595,54778.2624426052,46973.4134290236,53053.2090489439
"M302T336",18287.7366829169,19379.9099112872,15712.7910193577,15721.3067043539,18600.4465607543,14948.1433996835,23664.0100782262,15809.1443650714,38434.6454406688,35597.8938642264,33016.4282686891,38314.1061456301,32150.9929115655,36811.6775052295,40780.4395940003,32224.4350131721,27128.6628771453,23962.8083917797,22920.164846056
"M302T371",2735.79620977618,2475.29377941864,3180.28479246196,3028.36127293707,2633.73459090484,2275.22102036274,3095.17814252067,2929.46846716788,2840.53636437252,3960.95749170693,2507.32518472299,3887.23141822704,4436.05519216582,4278.65438743335,2393.88545777497,3358.76433229962,2765.52270826711,1763.45019243774,3070.31328957771
"M302T405",8400.39784145764,7287.50749475466,7237.07048858823,8636.82753496078,9157.39129184539,10372.3957092247,8245.13319332013,7578.89373899659,11643.2106512204,12192.6833327725,13752.4630829197,10817.9814736605,12428.2355457822,10934.7496987053,11492.355677514,9670.59487900466,9553.73806103984,9547.19020066091,9988.23482653799
"M302T43",304.195763019758,322.692960762151,387.397008960918,258.536230176388,280.553853555535,286.360252475202,237.988952463676,355.319102511914,425.830994641866,450.358351422417,343.217682895422,496.219323733214,550.638799263541,913.050181675601,407.404974124316,591.740678265689,452.082758742092,416.724982857651,448.301967775658
"M302T65_1",2005.51092695361,2996.80408197652,1756.20928317451,3512.9890510902,2918.71217355346,2018.76054325361,2586.93631704242,2710.1133885527,5311.27882227155,5673.60619535958,4376.01117076974,6157.77066738321,4634.390880981,4631.80287392632,4396.70714681453,5413.15624432961,3812.64778915016,4448.95041713558,4283.11120546691
"M302T68",2439.87892876097,2346.66564877043,3263.2480309054,4143.74365262949,1951.72479451215,2809.64952068016,3527.38932735205,1759.1394975838,4107.37647432267,2432.80439909952,4638.22861941539,2734.22395678473,2875.34438306008,3408.41617542374,3965.125937846,3250.70532281933,2832.26516744833,3026.25285228123,4022.59653623915
"M302T69_2",3124.7337578245,3593.04930978007,4231.81651825188,2878.02278555168,2816.12143535649,3446.90843256087,2222.78417621283,4359.95124523363,1786.15443415859,2219.88977301598,2004.16696099217,1657.8812233489,1556.96770536667,1442.71346016512,2076.42317801735,2438.20802228504,2028.01818742036,3245.59098402332,2813.22985284893
"M302T72",8334.48756841876,5755.56847832167,5001.43491006711,4456.8191081866,5032.62709674214,4016.50617346545,2374.20109039684,12370.8481910477,5766.43482168949,4811.61936461389,4390.38391891163,7286.6331616444,4211.53549985206,3851.79367149822,4226.30230052724,3588.02053816167,7566.62031507381,7789.60427159148,7787.24548800715
"M302T94",1497.47184737362,1372.85858388606,1283.89575199118,994.890937961897,1298.18752260108,1703.53278689484,1583.66424026535,1347.32050423036,2288.65183868932,1783.99905644985,1851.27416668416,1697.92538194866,2110.72058563146,1709.9233658714,2297.82599429835,1849.66555172814,1211.9271753985,1298.48158695791,1918.65110926412
"M302T95",1466.00072259353,1937.86637613519,1267.92181370799,1081.11087830942,1375.95172916975,1795.12271420144,911.089759821362,1764.52815439814,2929.61163194223,2833.92506955212,2665.22047116274,2991.0891323345,2284.28811555973,1349.44021142618,1901.456955522,2291.06765312267,1177.19336572542,1844.49379357433,2005.27235360109
"M303T125",4360.00236003694,6150.96615203182,4098.79138004323,3645.0703940563,5783.99850849534,5600.10773705938,3758.30451065346,6654.7019134209,8418.16655838688,7739.62250741872,6415.91441283175,7573.60388938478,5818.58742817643,5930.88774687769,6471.11885581716,6016.24915667518,6001.99657614527,5335.59341137211,5370.04512339085
"M303T137",691.706223952535,1364.95268815701,886.801351378313,738.501326082314,883.4938808701,720.636757108783,879.32121425169,808.61712438776,1020.02486474367,973.127833696048,1192.4102060908,1125.72653971338,1051.21038354996,1166.46738721744,1246.55824591565,1100.67951987481,951.245328253308,948.182762765012,920.570990470284
"M303T190",11030.0379155462,11766.3911089945,9327.58036576096,9756.80974420532,16022.7957159907,15001.7785214195,10008.610991779,9718.34571585273,9799.84440934154,9346.97453141084,10641.5699812944,9808.93626326543,10715.3674272314,11035.7388960214,10637.225469477,10019.6130466724,11755.9253229293,9371.20895834477,9090.79681740937
"M303T211",8259.29823897254,5043.56751844108,5714.07920714001,3948.34219479961,9193.44936961857,8157.30921703187,8562.15744647118,7984.83519011756,10039.1817632071,8255.86758323854,5907.53943968308,6741.72857953459,8153.21480666717,7938.85061952192,6385.73473213863,8481.60604588469,6667.41930090678,6173.5076415234,5956.91586279082
"M303T299",537.575882465498,436.690649685679,696.536690923463,484.642344331007,432.465293953086,637.198926079708,588.862889645039,540.746775065851,692.914659459413,1049.54300795812,737.802762865078,764.695962848759,870.005721181259,749.463926473705,710.75285725588,751.102634024575,596.160943868011,554.570024743251,527.135625895492
"M303T336_2",3311.51510276652,3731.39298394326,3022.82484036198,3938.49910779277,3810.67335175682,2550.04530865716,3507.47520382935,2970.36310779427,6026.88501105976,5745.85528296272,6244.68090907666,5458.22326232975,4988.03903596932,6824.10815019642,5557.86156626492,5605.05267360645,5130.89523462342,4874.47729109615,4573.73706476717
"M303T43",369.042255383773,357.373351574961,261.225115944192,248.653165193695,377.808414805507,260.540466390972,325.342052490492,314.871530488709,444.286907009957,602.524256066738,576.014157412821,504.3488742002,444.98909358766,485.114482867738,747.504539905707,485.9086483369,445.32906016925,359.093892089498,558.35859384794
"M303T475",2141.21552685402,2927.41877589891,1418.69401793025,3479.73816100549,2294.28566415687,1284.42072028975,1842.58131206362,2420.84824874436,2395.99170675178,2779.14255238799,3044.78044732663,3375.45614565436,1331.50657299764,2890.36729146929,3060.55979633408,3066.71774298492,2281.11550513955,2770.68816312409,1657.05869098825
"M303T57",5153.84736690026,5286.94014323064,4797.50093453008,6328.46072818949,3566.65726524663,4878.86377260828,5723.33264073871,5615.35784833256,2630.7030438876,5687.14004751154,5351.98549060612,2147.46263458148,476.431785150785,3672.67165628856,2534.4310741542,2892.730723204,4005.52065054098,6236.50428459548,4248.28793087109
"M303T69_1",1491.91848921446,1706.28929580051,2419.45699231985,1563.72175414773,1993.05197823519,1656.26347631782,1440.03548301275,1422.08036850695,1256.63255499016,534.008589033908,1208.10681428773,757.242780530824,1040.22653761334,1229.82737556325,1524.61169353674,1403.84028273604,1849.31030971916,1518.37103130914,1464.49383345916
"M303T69_2",8598.50536923468,7562.86590299608,7183.07148102636,8632.86115492919,9094.45281206984,7541.15520078772,6713.76041414271,10494.2516825082,8088.38270120559,6938.85829806784,11373.4079377778,8934.17436922935,8812.85896685397,8522.5045904224,9025.61006551497,8943.47676192283,7695.32922685337,9247.56890646063,8905.9162834479
"M303T94",2404.76314740083,1259.10379691819,1313.83980903194,1997.3852833966,1154.30541194651,1959.16000675641,2138.43912149043,2338.28910544884,1078.78867972344,1532.81093898157,933.921078796942,1066.24581526873,1139.54074425387,1442.56919473149,988.847349032213,1095.86464724333,1495.98865126039,1579.17501554867,2291.3676195674
"M304T148",15531.6914167312,6614.82482256331,10823.5552181372,8120.73801004814,6557.76998311518,5944.63571962503,12711.1481361939,6964.97687275492,9403.09505371941,7680.42979234597,8567.71243118207,7908.39027747583,8737.60595450649,7729.13680133299,26680.3255662181,7458.8251591622,6798.55585139355,11596.1770935072,11681.4740042034
"M304T157",43204.0663971787,39660.4440468575,43948.6781126906,43860.8409198492,70857.6210675388,45853.3638291034,42100.7937402726,36810.4243513088,37806.9577506861,35683.2551521478,35071.9696030924,40593.9133959513,33448.794888889,34514.3277150945,35595.2458849159,37062.4298015894,44910.8459443037,38445.2319249968,36597.7426373035
"M304T172",29560.3984333365,26241.1300936405,27597.1007748929,24451.8630923772,26933.9139492057,31127.8336204413,26737.4149211214,31057.4999366438,31427.7206764799,28106.4312683723,27616.2567490269,30763.3538730584,35900.8744772,32069.6972535874,30445.198543779,33342.6138255547,32729.0560064585,30365.4769621283,32444.1361390692
"M304T190",1224.37185276252,1351.54736086766,1434.25414401119,5424.92509368601,5136.40827847258,6218.8142423877,6600.88365612177,1396.99594061512,2109.73030522415,1301.3813148347,1401.46023873473,781.326415634698,941.995505403707,1098.11242139152,1444.32501115451,981.888344329779,1308.76800667508,1127.24032808647,1031.05347185829
"M304T195",32313.9182444475,30559.8221375222,32279.3203188363,30776.2239063937,31431.0795542475,32875.819623184,29771.4969783465,29612.004371267,31783.7435154384,35024.6512467217,31041.3118779625,30949.307255507,32726.9205074433,30871.4533958305,33418.1993691473,33584.2447418269,32738.7963314055,31401.855322172,31215.2424642197
"M304T226",6927.90907720029,7340.85162758237,7517.24728468275,7661.71717271829,8047.93987930087,6605.56081159014,6435.37608798594,6641.78118355367,7094.67728595833,8012.92437364124,7509.57881121146,7017.67260664453,7244.37085398791,7770.42185815428,7846.58195705681,7740.56374878281,6962.61988039093,5455.26362557523,6570.93610690837
"M304T335",242.056810904988,342.033701304204,526.744379058183,304.706862390729,383.027624381129,335.095364503427,253.248320307079,433.421746423448,615.390887665688,542.739204519104,500.672995754794,569.313267951877,592.468180426365,674.152788823412,679.122504003618,660.460745701253,598.740608716063,420.572680500336,412.204321494332
"M304T343",1361.03912523907,1536.06297791915,1414.0285174087,1308.49711667731,1173.69812818792,1412.78305356432,1406.57042576777,1244.55728854665,1961.15397673658,1521.44999098386,1897.53248047441,2080.50423917911,1744.85147592498,2089.65774176677,1742.72458262716,2386.79945940038,1753.74429894285,1517.87920947038,1510.85391312206
"M304T346",29567.5961027814,23498.4328272905,23653.1324691223,27237.3564661443,24216.6807042112,25841.9571424849,23506.3745987919,26289.1580520398,21266.8844905142,20339.004205874,20304.4243511676,20745.2058532603,20812.6631792811,19852.1919418795,20186.0831598868,20307.7110963197,22898.4602759989,21143.0711483939,19696.2048804518
"M304T449",10035.6738928964,3651.49808482487,6488.16361123814,8746.44647147433,5294.80737606809,6739.24245170405,7351.97236305694,4434.6899038228,11002.4727955693,11265.2616094664,7599.67412182109,5857.37951524261,12663.7849454682,5465.32538418858,7493.83717443454,8020.06123556167,7884.48503988118,9552.3527499714,5769.65523502063
"M304T66",2101.55218927664,976.743875778588,1731.94124040983,1188.43598318234,1703.75187896765,1021.98289536079,1606.45824620056,1029.13355847658,2249.9928572839,2714.21876803501,2391.10968474618,1810.45101462893,2431.87160336889,2092.29937274882,2438.05607585481,2022.88380233482,1870.4665639483,1375.06558995993,1920.96854155946
"M304T69",3592.72625225222,4632.19995646007,2898.08213352083,2769.76709426992,2002.88432910628,3780.45668320737,3529.89033530259,1701.35134017524,1848.08403666444,2025.59306956176,3718.89169216661,2537.96773763845,2071.67655986771,1557.92395264698,2510.1543613734,1794.66299248235,1436.655220912,1830.71216441323,1357.21552801984
"M304T94",899.259873620913,1069.48775031799,862.268115018845,765.555618320434,822.689281386938,1008.96375599927,746.319688407535,883.50960380324,2077.37482017349,2160.74518560053,1983.70507399147,1392.64348969854,1869.25746444445,2551.5561956608,1402.38382060416,1829.42583472805,1278.05794523681,930.995266926588,1425.4667750068
"M304T99",14186.216261914,16281.793590583,12858.7844473151,13791.5284027573,12675.1393625961,12425.6022153311,7148.00103253594,13713.8938050369,9225.15257428328,11645.6421745448,19778.5626566038,9361.91371307975,5784.26008603228,8073.09726187377,11413.6027834954,10084.3146331273,16311.5144536891,14653.5855899087,15305.1174046237
"M305T100",672.208211615501,637.612677823134,917.900448427512,803.810427454252,444.606661450524,499.040036592415,667.232956476755,767.3018993565,1325.71432225845,1316.82890029197,1145.46937455456,1328.29958878533,1163.69707581251,1183.44949471891,1233.55967455651,918.444946496291,1063.03990022225,802.683471351589,885.584184596499
"M305T153_1",6861.74666435625,5722.42215543317,4662.33245096187,6562.40938046806,8166.02888482662,7171.63657778737,6081.70109067467,3999.27263180871,2800.77141902345,1776.03069723924,3086.68456489406,643.21201276772,1148.22429752317,2508.07018911335,3215.67517694087,1436.43531498862,5149.57679237357,3724.27986955332,4618.24250216055
"M305T153_2",10325.0849307186,4231.45050382322,6671.62151045914,11265.7457652416,2822.0147965159,4441.65698801489,5079.04496664989,10286.3741250451,1448.28142077359,3391.931632806,4233.23593986962,3409.93709873607,2887.81767840429,3721.76288151487,1715.27723034163,7636.32761418126,4986.07903357564,3367.73481929966,4765.9774586317
"M305T157_1",10499.6319108087,12798.2077012205,10477.5053070523,8250.27279746984,7066.82985965696,11951.4214267636,10698.5133601967,7693.48315992303,8363.28907430521,6017.27718308104,6132.80629060764,5859.54854875875,6292.01965472569,5500.0144479099,5654.04259017312,5745.31501332943,7067.17162642063,6819.49262146541,6770.31540555943
"M305T158",2234.29358034503,1607.4297236711,1113.9237593848,1861.2999762277,1971.34171032659,1513.38574246432,1646.20384899866,1104.5127152251,196.810362133499,193.861861134439,208.675325484662,229.892333895741,499.240672265954,136.89965499684,388.040457376912,447.500053616366,855.181120044189,1016.33217045027,802.889737123288
"M305T159_1",1350.4139318303,1053.3700839505,1192.51988168066,1198.60670144933,1267.92093384285,1983.11502649156,1707.51816071594,1581.44518641988,873.399598768581,675.349088536628,354.460914420741,269.918662218175,825.429038008244,355.589977227034,673.044340555749,515.845707887745,915.273615906781,986.969382150938,1298.29850062236
"M305T159_2",3066.24141571962,2433.65707845087,2646.56352997923,2766.66148719622,2303.1818050412,2994.2493855143,2442.09713489957,1805.38867114788,512.105333974479,280.26264851916,364.984697023771,345.403614577968,458.086016349633,372.140514046931,349.128142396804,406.61056176846,1767.39362520616,1319.01705414369,1789.25359415013
"M305T172",7983.42108349967,9243.27214665569,9124.36917481941,5333.61741211025,5991.07762781099,7903.25253989591,10617.734160771,8141.8113622807,6321.12108280411,5160.14024928163,6281.54690723002,4954.09536988168,6871.71266006774,6111.07025223006,5703.40447085701,6842.08667701688,7377.83674381417,6027.87496001774,7499.61541310891
"M305T195",3039.32157090437,3075.03462708149,2849.22646781823,3603.77144007229,4093.55381963978,5603.93862174988,4185.36809735276,5434.30964190932,4070.76414059657,3982.34786867837,4268.69890652771,4233.27995839347,3672.19541554243,4491.64695793203,4505.78236558325,4942.22849769312,4708.25893196311,4165.52665050439,4602.70731470045
"M305T200",3232.87270700133,3186.34698641623,4394.30967245272,2919.5519241703,4391.59852395868,3573.3442534963,2998.80755942098,2805.93643241734,1880.96749145709,1321.33815606744,1807.40877699157,1729.95094439947,2152.55686045424,1991.22350971491,1407.75212637237,1956.93619161347,1776.94512790149,2771.55379945312,3238.32373931386
"M305T240",2435.97613928213,1564.87267404244,2229.07752947451,2283.20682507318,1959.58398852355,2877.34307158952,2559.19392157878,2508.81294783945,66.9293618314166,51.8922777422421,51.2338175873348,128.00703335114,77.5195277506462,149.805733585068,56.8460739206805,204.845555180857,1436.05148971381,1307.72189675214,1019.64425518778
"M305T245",977.845858490174,1488.39145506431,964.393788475434,714.831034207848,974.661043186728,1215.07987927598,1515.75914752436,1290.51333886985,1528.0143451908,1269.30396893855,1612.76191705426,1456.71405195748,1434.43030105704,1433.40799731082,1523.59817463192,1059.52838383072,1222.8089920427,1184.54913764617,1264.83908873377
"M305T346",5754.393145125,5117.75403399923,5011.58814031381,5605.83501526799,4648.9387226165,5276.91471442245,4756.60399172392,4908.83561468465,4385.2041114051,4891.58308715629,3690.7930877324,4532.19133521158,3959.04212479582,4675.36001318793,4286.33788163158,4909.62490594895,4414.33723099462,4596.43823338791,3988.03844461943
"M305T349",1214.50189339322,1341.17481872707,1342.84842992982,449.634487747199,1217.31189661311,1511.38432666321,1527.11792544045,994.997632335238,1972.05014765381,1827.79814958526,1683.69946269054,2176.64664124563,1583.11582431084,1956.32125895603,2290.00241620611,1835.33012958106,1709.52226037118,1292.63511898619,1106.89261883909
"M305T417",4346.14655676287,3822.74426395269,4586.42869845454,3920.78931026433,4686.58342905685,5078.91428382305,3811.87418104574,6380.7856047574,5302.90874278334,5449.20361113393,4779.89010858695,6194.26444557498,5519.14397396471,4881.00067142084,8420.05198520683,6024.87210062394,6421.25074218418,6459.65929257056,4488.30638640839
"M305T449",3260.62115394495,529.846462156142,3988.07591968116,2139.95780076003,2150.75536345804,2575.32451700673,2342.38943042078,1878.63742769367,2504.44299065932,4769.77372430147,2372.35086194157,2246.16039606843,5701.79432955351,2875.52196165616,3348.47481837709,2067.94408219157,2195.74109637219,3245.08263552092,2295.26176560265
"M305T45",740.617710957549,622.296452777895,3815.75640052555,736.285030790826,763.728810524214,574.815984680741,700.43816645809,814.677310271156,663.501384082702,1277.61675267462,443.984775085088,756.299730349485,700.924271148017,434.093825736875,445.05472656339,392.715555077458,543.756781530988,699.853409509389,502.68226029519
"M305T55",13628.5000043431,15453.6666586593,8461.61109379071,16783.185582799,15232.595786884,18723.8377754469,15477.3501599161,13571.8241223045,24069.0117046417,23891.7129101288,22018.770501402,19200.7888006838,20676.1903017039,25714.0371801407,29786.2133764581,23638.7265087876,20219.4318089587,16181.2388788138,18532.9218274889
"M305T60",1218.65381274595,745.723591961374,6018.58593418054,933.624838202592,1670.09808317072,1662.34517373684,6257.08887415062,1025.37842928019,1139.89573617187,1085.21788388034,9733.45960407464,1609.15436978475,1910.84236212982,1405.8796092223,10539.4843970071,1531.46788942204,1055.30591599407,1600.68467692149,1293.96338573019
"M305T95",1860.45145536303,1581.61581281509,1862.3506127311,734.29492149073,1694.66648505156,1155.08538490322,2180.53637256547,2017.30750753021,992.801786714712,2469.13980993409,1156.86269302552,929.144913074038,1055.37069122163,2466.86737750901,1880.45552852349,1788.6534585835,1915.39148738484,1683.88547411493,1805.80676251686
"M306T125",20375.8259091138,14769.6843438345,13943.6484820414,15875.4774505323,13871.2957333378,16407.4439835267,14410.0856215654,14768.0613228238,11778.9715760754,11405.6685495996,11005.8350969121,11169.493270672,12981.821484335,11230.1640510388,11345.8551710952,11562.0738418948,13908.0839946937,12180.5087845862,12698.321302461
"M306T153",5903.17814852292,4821.61975984536,5540.15973339842,5177.73767848205,4838.37257323165,5245.8464628696,6131.25744611324,6067.08127379995,1798.03864066493,1829.07165570299,2431.87594934277,1980.02385317138,1604.41082065277,2775.58498966217,1886.65764865289,1498.33079283433,5077.29972170262,6236.01601998861,5236.0314289695
"M306T156",1372.77559831737,1032.85652027121,1221.03852077817,1047.93510679058,1315.78247497431,1193.2305387062,1301.88767146537,772.995994621695,3502.64803042318,3368.8976306413,5630.17627869131,2522.08480567213,3748.08714120023,4744.19511342452,4252.6990613445,2790.76413267845,2047.38483246267,1968.02203592794,1704.98168096157
"M306T160",7030.14128982953,6115.52173947419,2487.29259560445,7225.5871689871,11609.856453688,8959.0618317558,5742.12673929826,8709.77669830482,9611.59776300722,8769.21150459149,8486.19697538288,7746.35039298689,9576.60404433588,939.202352272736,1751.94160910058,8225.43960348607,9064.08732620003,9848.30495591278,9560.35458354725
"M306T172",19052.2752734832,15087.5885947786,19146.1253606723,17527.9452326717,20556.08620287,16784.5842302255,18883.4565820389,25172.3670199625,9125.12300871127,14010.4187867602,12639.8872165355,24935.2244365912,9700.45694059213,16228.2841653733,15565.2871885312,9422.27827064412,16917.4481441795,12552.8174100807,15394.8271815898
"M306T300",1213.27718295691,1123.84007473498,1003.20023369035,1502.71951377668,1081.15292520748,1071.88290887185,1041.17150730374,1280.77572537967,1234.64756241692,2274.48455789917,1630.28338672023,1465.71574814685,1473.80544596557,1260.27097127536,1672.05149028033,1417.27579271606,1753.39008636815,1565.52610109102,1763.33963170155
"M306T346",540.912482098388,489.467337982281,668.8303269216,518.049254939517,717.729643091888,627.137552446096,413.8672310229,635.767288705142,413.749563408887,514.933042768651,554.149149883218,483.061168317285,513.920773613553,541.039648854765,441.062049784415,563.702926524006,459.690422082046,387.160876216268,565.082710047925
"M306T352",3435.14814125582,1730.44719190276,1720.18824984499,2174.62478424078,1399.65931662658,2100.50751137239,2616.09239001309,2034.73377897421,1147.35981047095,1375.2426711131,1228.97544533128,1266.7055908934,1356.14671973288,1719.0499175535,1458.08564107444,1769.08497011969,1968.22725831719,1292.5461639286,2055.79284050343
"M306T386",4257.2096318244,5549.06684071713,5070.69797178442,6062.15916092671,3634.20587111697,6139.39365146759,4949.74442741686,4210.48165410846,4515.47631773215,5456.27151658729,5311.19715131646,2663.49107364292,4139.33509746114,5515.6182880853,4030.70989816714,3704.92397084809,4087.45230899806,4798.53780031887,3301.34291053033
"M306T53",8558.53432084961,8424.70010833973,6668.01276236072,6911.03858322456,6932.98874811488,9453.42722884302,7606.47448440854,8650.85789631474,11598.8688757058,11555.1517228425,10868.0342559313,11393.3194972411,12297.3730921064,11859.5545593943,9180.06804279537,12829.4149336356,9015.49662027937,9848.64279294978,10371.3247208781
"M306T57",7436.96230157952,8594.71078378001,6725.06325484684,7336.69919120524,10285.4727653701,6592.07442864589,7003.90446438317,8268.95953263095,12353.2178761018,13433.5129970313,13275.9639172601,10749.3499671342,11799.8228646572,13326.5952463176,12176.396004719,13310.1794069316,11136.4507159594,10917.1750188551,9831.49335612023
"M306T61",8678.10407948706,6054.04774586474,5420.79728393502,12141.7572325546,10295.0464749437,5236.68620204166,6137.4457323987,6214.51161150178,3869.35431134454,4783.04061747421,3316.77248750642,7358.54114040086,4687.23476295117,2270.61646660396,4676.21824986164,7820.76847073204,6067.3647847344,5873.01409656948,6321.90606252721
"M306T99",4138.42087484541,3907.33685105108,4859.16350943439,4506.29353498687,4229.95340288532,4238.09793306058,5265.4705834684,3416.99838690086,6428.75832002327,6720.11060999556,7412.98546531387,7628.75308594045,7880.3344504989,6719.25959295978,6013.13452309601,6456.97158359185,5668.98351135714,4866.8316206996,4580.91082344989
"M307T118",884.924891565927,532.338909594331,525.257131398728,616.01171858483,777.54475259703,616.805006392651,625.214073489669,1131.67253093866,439.721311082656,7078.48635212103,436.283023738086,7341.80892278316,7550.38947578796,812.745084858344,7538.30721808056,567.891332148556,414.443613761652,628.707873966025,626.190332803028
"M307T125",1996.03296227391,2212.2159148678,1901.46596805604,2312.63391434839,3137.46128240907,3694.53272568467,2565.33808476405,2044.62153266002,1320.2239437663,1618.73019595434,1896.79357246625,1592.16041728705,1810.60067609293,1490.106686719,2214.19054647626,1172.21889281926,2055.07781437157,1851.57650793544,2917.47224412653
"M307T143",3415.00039913193,3501.33174724646,2983.24221542861,3221.33406046312,3398.80156489929,3626.47715691967,3437.383036447,4251.53890740964,223.789675251252,296.402818639521,171.156386768281,392.160775626535,203.754158006168,376.083183786053,226.791299769809,271.510811757377,1934.263918737,1845.91843135679,2013.58543640655
"M307T170",3739.21164435496,4339.26184976212,4138.35921988403,3315.17237070538,1790.27944228693,3057.3776393104,1013.47503970138,4470.22759593666,2149.85597205928,2129.8730499373,2482.7913476947,2199.23726054456,2290.02050312448,3029.255798464,2099.5934104274,2190.49284863371,2933.35623839098,1697.97595144053,3043.20165858284
"M307T200",1444.85767010909,1150.23966934003,733.11102595272,1551.45745860506,2423.84654752676,904.37881579113,1212.33963428483,1578.03975068695,718.637594322834,691.987534906588,554.274426071016,473.992140899173,429.012970312038,564.818675397028,697.365360244389,827.816432977057,1264.2259685934,836.175169138043,897.908358334054
"M307T211",998.383833044693,920.328406512898,822.205386935805,489.415243421617,1271.23752986643,618.962670432099,781.148099802836,498.208139212532,1853.13398128057,1915.46346728182,1514.2199931259,2580.92228882236,1962.08860563536,1730.64910335467,1329.01885931636,1789.58748375627,964.067765119001,811.334172791343,802.637908441699
"M307T282",1528.65738281355,1943.91399082621,1486.74344748773,1465.51957393324,1393.51743008989,1434.49576137023,1575.85114570789,1529.14291595559,1126.31891802943,760.992775268342,859.408343151187,871.449333807233,725.999658402007,846.407212812523,893.33817014373,810.556828551979,654.494206694182,598.964686956277,567.363465301388
"M307T295",2272.52342832802,1761.07534927556,2258.66500932191,2649.22372793451,2749.01499425638,2444.60938807606,2648.46359324041,2357.86090841373,464.429241983341,438.063606520131,806.488452313937,235.183246959123,1104.69931166392,867.496248310052,1151.49305713787,981.657177118461,1338.52845388761,1402.37279143583,1615.38190686948
"M307T365",1499.73221442508,1555.89588814753,1186.45352789047,1465.05722088899,1376.23773038229,1900.66141500683,1528.85267995061,2232.39215957126,1999.78912516787,1820.31207207223,1731.67281361443,2554.80327628187,2181.86819478332,2667.93324521686,1395.55035230556,1563.18593072071,2212.66936762763,1403.69413253938,1716.32200824667
"M307T371",3485.22657664648,3471.11775978123,2286.48290853685,4362.18871144024,2720.9626917934,3632.52424448598,3758.96385565806,3538.02967484479,1487.64800918133,6979.53703492433,7097.01188428596,4127.48117481053,2376.86729581926,3315.24615645864,3497.50225491378,1724.88987615807,3917.93672189151,4801.87086545822,3334.44969224814
"M307T406",4159.86226650416,1617.96080905564,2046.77101051675,1581.32512686738,2825.65441320279,1724.74155274419,3561.61456227979,2296.48959583529,4037.23053644604,3905.48008327374,3983.75552030424,4520.34044577283,3778.75984390831,4303.09513405051,3963.26670023274,4079.05210685048,2461.84451899256,2313.77276025379,2673.69647146813
"M307T48",2859.42413576053,3796.23432630921,3294.4834136783,3582.69165439958,2934.88163889342,2593.74255196746,2849.69731531193,2780.09763648614,2865.12121712406,3305.10556636431,2269.54704108751,2885.00726651048,2996.78717004446,2866.44669838952,3130.93073304177,2782.63324772464,3329.61847950301,3369.16297273003,2900.75902883727
"M307T50",3878.3909244152,5090.46596107722,4845.15091820334,5314.38898317903,5133.54529064881,4895.73580375874,5453.88285019043,4522.38964002864,6555.49722797347,8009.65289111891,7291.67366582318,7261.99995641608,7526.79484313335,6811.49223200526,5818.94876212806,6786.66592619459,5832.37017591084,5914.72994799211,6014.9551761382
"M307T54",5525.14024850486,4695.83962452704,4514.09821588542,4541.78799426229,5219.6476747833,4184.25655630677,3287.57133400077,3120.0891281848,3269.94356956524,3060.61959484792,793.609735861698,4120.74262669854,4164.5490647969,3307.28984963154,1787.02120484329,2851.21879471707,2608.57379152884,3269.87885627493,4111.99950172484
